"emp_no","first_name","last_name","hire_date"
87397,"Lorien","Perng","1986-08-11"
87400,"Lunjin","Berztiss","1986-01-02"
87406,"Reinhold","Bakhtari","1986-02-08"
87425,"Theirry","Junet","1986-09-27"
87437,"Miomir","Schmiedel","1986-04-02"
87449,"Golgen","Validov","1986-03-07"
87450,"Xuedong","Shobatake","1986-11-03"
87451,"Zhonghui","Denos","1986-09-26"
87454,"Terresa","Veeraraghavan","1986-07-07"
87461,"Moni","Decaestecker","1986-10-06"
87469,"Yifei","Daescu","1986-01-14"
87476,"Amabile","Niizuma","1986-01-21"
87479,"Lalit","Mahnke","1986-11-11"
87490,"Tsuneo","Schapiro","1986-06-21"
87498,"Rafols","Shobatake","1986-08-16"
87507,"Basant","Munck","1986-04-12"
87509,"Oddvar","Spelt","1986-09-20"
87516,"Masoud","Puppe","1986-04-16"
87519,"Conal","Streng","1986-05-06"
87524,"Hilary","Leonhardt","1986-09-28"
87526,"Turgut","Lanphier","1986-03-15"
87534,"Golgen","Apsitis","1986-06-13"
87538,"Jenwei","Baig","1986-02-01"
87555,"Honglan","Morton","1986-03-12"
87563,"Van","Halloran","1986-09-03"
87575,"Menkae","Sadowski","1986-08-28"
87590,"Mayuko","Suwa","1986-09-26"
87591,"Arnd","Kowalchuk","1986-09-12"
87592,"Renny","Solovay","1986-02-20"
87594,"Gennadi","Hegner","1986-08-18"
87599,"Huei","Falby","1986-03-03"
87603,"Mostafa","Hellwagner","1986-04-26"
87633,"Collette","Erdi","1986-01-18"
87666,"Yishay","Otillio","1986-06-02"
87668,"True","Sankaranarayanan","1986-07-25"
87677,"Collette","Rijsenbrij","1986-05-31"
87688,"Branimir","Stemann","1986-12-26"
87694,"Przemyslawa","Pietrzykowski","1986-04-05"
87697,"Sanjoy","Luit","1986-08-10"
87705,"Takahira","Ozeri","1986-01-15"
87729,"Yongmin","Roccetti","1986-12-10"
87738,"Ipke","Sluis","1986-10-13"
87743,"Takanari","Gronowski","1986-08-08"
87745,"Ottavia","Kermarrec","1986-07-13"
87752,"Yurii","Hasenauer","1986-02-17"
87753,"Arunachalam","Maraist","1986-02-12"
87756,"Adel","Pero","1986-01-02"
87767,"Kristof","Steinauer","1986-04-27"
87772,"Wayne","Ramalingam","1986-05-29"
87776,"Nirmal","Heinisuo","1986-12-28"
87790,"Wayne","Sudbeck","1986-01-27"
87796,"Boriana","Middleton","1986-03-05"
87808,"Yucai","Wrigley","1986-11-09"
87809,"Patricio","Saoudi","1986-09-20"
87810,"Erzsebet","Biran","1986-01-16"
87852,"Nikolaos","Pokrovskii","1986-02-08"
87856,"Lunjin","Erol","1986-09-30"
87867,"Yishai","Szemeredi","1986-08-17"
87869,"Alassane","Luit","1986-01-19"
87879,"Adib","Vural","1986-07-29"
87883,"Qingxiang","Cummings","1986-02-26"
87888,"Percy","Makrucki","1986-07-22"
87892,"Serenella","Zykh","1986-09-18"
87897,"Tzu","Suwa","1986-07-21"
87901,"Amabile","Zschoche","1986-03-18"
87904,"Xuejun","Assaf","1986-02-02"
87921,"Godehard","Sinitsyn","1986-09-03"
87928,"Mary","Dulin","1986-08-05"
87945,"Premsyl","Makrucki","1986-01-24"
87946,"Basant","Ballarin","1986-08-30"
87951,"Ottavia","Rohrbach","1986-06-27"
87962,"Kish","Gornas","1986-02-23"
87964,"Alejandro","Luon","1986-01-12"
87969,"Junichi","Borstler","1986-05-21"
87990,"Hsiangchu","Herbst","1986-09-25"
87992,"Moriyoshi","Iivonen","1986-12-23"
88002,"Shuji","Suwa","1986-01-25"
88004,"Arun","Lupu","1986-05-18"
88014,"Rasikan","Muchinsky","1986-01-04"
88015,"Dmitry","Akiyama","1986-03-02"
88022,"Yurij","Lyonns","1986-03-02"
88032,"Urs","Serra","1986-11-19"
88046,"Hinrich","Demke","1986-09-27"
88048,"Maja","Maierhofer","1986-03-21"
88054,"Wilmer","Meriste","1986-05-21"
88060,"Emdad","Ferriere","1986-03-28"
88067,"Jeane","Hasenauer","1986-03-07"
88068,"Susanne","Kugler","1986-03-11"
88079,"Karlis","Hmelo","1986-04-12"
88080,"Mack","Heuser","1986-09-30"
88087,"Jiakeng","Verhaegen","1986-10-25"
88089,"Kwok","Alpin","1986-11-15"
88091,"Karsten","Mondadori","1986-02-18"
88092,"Barna","Hartvigsen","1986-05-08"
88097,"Brewster","Kalsbeek","1986-05-29"
88100,"Mrinalini","Pleszkun","1986-12-08"
88101,"Zongyan","Strooper","1986-10-15"
88102,"Miquel","Quaggetto","1986-03-10"
88108,"Chriss","Spinelli","1986-12-29"
88127,"Sushant","Hooghiemstra","1986-05-27"
88131,"Sumant","Siksek","1986-02-06"
88136,"Shir","Stille","1986-10-18"
88139,"Zhonghua","Thombley","1986-07-11"
88181,"Diederik","Lortz","1986-05-04"
88204,"Nishit","Siochi","1986-08-20"
88219,"Palash","Krzyzanowski","1986-12-15"
88220,"Alair","Jakobus","1986-05-01"
88222,"Karsten","Geffroy","1986-08-13"
88246,"Munenori","Slobodova","1986-01-21"
88247,"Marjo","Fasbender","1986-10-09"
88253,"Yakkov","Noriega","1986-04-02"
88258,"Mototsugu","Birsak","1986-12-09"
88262,"Sham","Stassinopoulos","1986-05-02"
88269,"Demin","Kaelbling","1986-08-09"
88274,"Xiadong","Junot","1986-08-26"
88285,"Youpyo","Passafiume","1986-10-22"
88289,"Oscal","Farrag","1986-08-04"
88292,"Wayne","Chaudhuri","1986-09-01"
88307,"Hein","Rissland","1986-05-14"
88326,"Zijian","Poulakidas","1986-03-07"
88327,"Miquel","Harllee","1986-10-11"
88333,"Doohun","Puppe","1986-10-04"
88334,"Gererd","Decaestecker","1986-02-19"
88349,"Genta","Chimia","1986-10-08"
88361,"Etsuo","Lambe","1986-12-29"
88379,"Khalid","Lalonde","1986-03-10"
88386,"Jiann","Bondorf","1986-01-01"
88387,"Sanjeeva","Lundstrom","1986-11-19"
88392,"Radoslaw","Legleitner","1986-12-20"
88412,"Tzvetan","Marzano","1986-04-19"
88421,"Mariusz","Kusalik","1986-04-17"
88431,"Lidong","Shigei","1986-04-25"
88447,"Kristina","Qiwen","1986-10-09"
88449,"Lihong","Naudin","1986-12-15"
88450,"Eckart","Apsitis","1986-05-25"
88459,"Huai","Blokdijk","1986-03-20"
88466,"Sivanarayana","Schlumberger","1986-06-24"
88478,"Gino","Pashtan","1986-08-03"
88481,"Godehard","Kisuki","1986-04-18"
88491,"Mabry","Swiler","1986-06-18"
88511,"Shigehito","Hofman","1986-06-08"
88514,"Ortrud","Byoun","1986-04-04"
88517,"Ulf","Luit","1986-08-31"
88524,"Zorica","Einsfeld","1986-01-06"
88548,"Baruch","Heijenga","1986-10-06"
88550,"Greger","Menhardt","1986-01-22"
88556,"Ute","Ravishankar","1986-12-18"
88559,"Zhiwei","Irland","1986-07-01"
88563,"Mototsugu","Rodite","1986-07-07"
88569,"Barton","Jenevein","1986-03-24"
88571,"Thanasis","Dahlbom","1986-09-11"
88573,"Ziyad","Chvatal","1986-07-27"
88584,"Sakthirel","Rikino","1986-07-22"
88607,"Weiwu","Rijckaert","1986-09-09"
88612,"Pascal","Ranta","1986-10-13"
88618,"Dekang","Cappello","1986-08-21"
88620,"Kensyu","Boyle","1986-11-11"
88626,"Moni","Axelband","1986-03-19"
88629,"Mayuko","Acton","1986-12-01"
88631,"Mototsugu","Kobara","1986-12-22"
88645,"Shem","Businaro","1986-09-09"
88656,"Oddvar","Parveen","1986-01-30"
88658,"Apostol","Eterovic","1986-02-07"
88663,"Adly","Deville","1986-11-22"
88678,"Danny","Zolotykh","1986-10-09"
88679,"Genta","Lichtner","1986-04-15"
88687,"Kitty","Schlenzig","1986-03-30"
88689,"Volkmar","Pesch","1986-11-08"
88691,"Fumino","Ebeling","1986-10-31"
88692,"Mechthild","Masada","1986-07-17"
88693,"Bedir","Stenning","1986-05-22"
88713,"Parviz","Braccini","1986-04-06"
88718,"Temple","Marzano","1986-02-21"
88725,"Kasturi","Majewski","1986-05-22"
88743,"Deborah","Atchley","1986-08-16"
88748,"Satoru","Sigstam","1986-05-20"
88754,"Garnet","Thorensen","1986-09-29"
88756,"Jeanne","Furudate","1986-06-21"
88764,"Aloys","Turnbull","1986-11-06"
88765,"Xuejun","Honglei","1986-10-02"
88783,"Dipayan","Gruenwald","1986-01-29"
88793,"Gully","Ghandeharizadeh","1986-01-02"
88809,"Arne","Basawa","1986-11-07"
88821,"Shen","Gihr","1986-10-30"
88825,"Fun","Alvarado","1986-08-05"
88833,"Godehard","Walston","1986-11-05"
88834,"Monique","Rothe","1986-05-31"
88839,"Abdelkader","Panwar","1986-03-10"
88855,"Bojan","Zweizig","1986-01-16"
88866,"Munehiro","Babb","1986-07-19"
88904,"Mani","Vesna","1986-06-14"
88914,"Masali","Ozeki","1986-04-16"
88923,"Aran","Uhrik","1986-01-23"
88924,"Qiwen","Alameldin","1986-11-14"
88933,"Jiann","Merli","1986-03-03"
88938,"Rosine","Detkin","1986-04-22"
88942,"Leif","Senzako","1986-10-27"
88949,"Tremaine","Beidas","1986-07-30"
88950,"Alassane","Belinskaya","1986-08-19"
88970,"Adam","Langford","1986-02-08"
88975,"Miomir","Baak","1986-10-06"
88976,"Younwoo","Peron","1986-01-12"
88980,"Kwok","Morrow","1986-06-09"
88989,"Jaber","Gulik","1986-06-17"
89002,"Luisa","Pelz","1986-11-24"
89008,"Kerryn","DiGiano","1986-03-25"
89012,"Trygve","Millington","1986-06-25"
89021,"Cordelia","Anido","1986-09-08"
89027,"Cheong","Auria","1986-06-05"
89067,"Satoru","Zolotykh","1986-08-05"
89085,"Taisook","Curless","1986-11-23"
89088,"Augustine","Suermann","1986-06-04"
89094,"Utz","Munos","1986-06-11"
89097,"Indrajit","Polajnar","1986-01-07"
89125,"Danel","Sinitsyn","1986-07-04"
89126,"Arup","Hemaspaandra","1986-05-18"
89152,"Yucel","Kowalchuk","1986-05-29"
89172,"Berna","Casley","1986-11-24"
89175,"Sadok","Guting","1986-03-08"
89176,"Yuriy","Klerer","1986-12-08"
89181,"IEEE","Ranze","1986-11-13"
89197,"Chenxi","Reistad","1986-04-27"
89201,"Kolar","Limongiello","1986-05-08"
89219,"Elrique","Eugenio","1986-07-22"
89228,"Yuichiro","Heping","1986-10-18"
89245,"Alagu","Thebaut","1986-12-21"
89258,"Kerhong","Vesel","1986-09-21"
89266,"Alassane","Siprelle","1986-05-15"
89272,"Sajjan","Muchinsky","1986-03-09"
89273,"Nikolaos","Thombley","1986-04-06"
89282,"Sadegh","Tzvieli","1986-11-10"
89289,"Lobel","Flanders","1986-07-01"
89327,"Srinidhi","Muntz","1986-03-30"
89339,"Khalil","Nyanchama","1986-08-26"
89353,"Mostafa","Akiyama","1986-12-16"
89355,"Zdislav","Bergere","1986-12-21"
89361,"Martien","Kowalchuk","1986-11-16"
89365,"Shaz","Shokrollahi","1986-02-15"
89367,"Zdislav","Frezza","1986-12-05"
89368,"Tse","Ecklund","1986-11-04"
89369,"Keiichiro","Papsdorf","1986-09-08"
89374,"Ingemar","Itzigehl","1986-10-26"
89379,"Akeel","Bisiani","1986-07-28"
89388,"Divier","Hasenauer","1986-07-25"
89398,"Oksana","McFarlin","1986-12-02"
89399,"Erzsebet","Smeets","1986-08-11"
89409,"Heejo","Hooghiemstra","1986-03-14"
89412,"Kwan","Rodiger","1986-09-09"
89418,"Krister","Talmon","1986-10-21"
89481,"Eishiro","Khalil","1986-10-13"
89512,"Susanta","Lung","1986-07-13"
89518,"Yuuichi","Kusakari","1986-09-01"
89519,"Vasilis","Szilard","1986-07-29"
89520,"Pranjal","Cangellaris","1986-08-03"
89525,"Kristin","Pleszkun","1986-09-16"
89532,"Bodh","Siochi","1986-04-01"
89537,"Gaurav","Tasistro","1986-04-27"
89544,"Miomir","Denis","1986-12-03"
89565,"Vishwani","Fontan","1986-01-27"
89567,"Kankanahalli","Masand","1986-12-04"
89580,"Yolla","Weiland","1986-02-17"
89594,"Nigel","Hatcliff","1986-02-17"
89602,"Satosi","Rikino","1986-08-03"
89605,"Susanna","Fioravanti","1986-04-28"
89613,"Billie","Feldmann","1986-07-04"
89616,"Samphel","Tchuente","1986-06-23"
89630,"Jaihie","Rosiles","1986-06-04"
89669,"Ult","Miake","1986-06-13"
89671,"Jahangir","Jiafu","1986-03-11"
89676,"Shmuel","Thebaut","1986-08-18"
89684,"Mabhin","Stemann","1986-04-03"
89692,"Kwan","Usery","1986-08-06"
89704,"Gopalakrishnan","Zuberek","1986-02-09"
89711,"Ziyad","Makrucki","1986-09-03"
89724,"Naftali","Kalorkoti","1986-08-31"
89728,"Masadi","Restivo","1986-08-25"
89735,"Teruyuki","Jervis","1986-12-24"
89743,"Hugo","Ferriere","1986-02-01"
89774,"Adhemar","Anandan","1986-08-20"
89775,"Shim","Unni","1986-08-03"
89776,"Seongbae","Remmers","1986-10-28"
89785,"Amabile","Beerel","1986-12-03"
89798,"Phuoc","Stiles","1986-12-24"
89801,"Zvonko","Giarratana","1986-07-03"
89802,"Jacqueline","Morton","1986-06-24"
89812,"Boriana","Vingron","1986-01-01"
89824,"Hongzhu","Scallan","1986-04-01"
89825,"Ingmar","Isard","1986-05-23"
89826,"Sudhanshu","Lortz","1986-06-08"
89846,"Candido","Speel","1986-12-19"
89849,"Giao","Peek","1986-04-30"
89855,"Takahiro","Haddadi","1986-05-25"
89864,"Oddvar","Rassart","1986-05-25"
89882,"Abdulla","Murrill","1986-01-30"
89887,"Zhonghui","Munro","1986-04-22"
89893,"Zhonghui","Baby","1986-12-05"
89899,"Fei","DiGiano","1986-06-24"
89906,"Holgard","Suwa","1986-06-18"
89911,"Elliott","Michaeli","1986-01-29"
89916,"Aleksander","Weiland","1986-03-16"
89946,"Kazuhide","Quittner","1986-04-27"
89961,"Yuping","Stenning","1986-11-02"
89986,"Krassimir","Beilner","1986-05-20"
89988,"Kwangyoen","Yoshizawa","1986-04-21"
89990,"Zongyan","Zedlitz","1986-11-17"
89996,"Arvin","Mellouli","1986-04-07"
90007,"Khun","Chinin","1986-12-04"
90009,"Denny","Ozeki","1986-11-17"
90020,"Oldrich","Holburn","1986-05-31"
90026,"Ymte","Crooks","1986-01-17"
90049,"Weiye","Fetvedt","1986-11-02"
90050,"Berthier","Pietrzykowski","1986-06-30"
90054,"Tru","Stanfel","1986-03-01"
90055,"Barna","Kumaresan","1986-07-07"
90057,"Tua","Naumovich","1986-03-25"
90060,"Sachem","Lemarechal","1986-06-06"
90063,"Ortrun","Tsunoo","1986-07-25"
90070,"Remmert","Chiola","1986-06-10"
90078,"Susuma","Champarnaud","1986-03-04"
90082,"Weiye","Noriega","1986-12-12"
90090,"Giap","Azadmanesh","1986-10-27"
90091,"Hsiangchu","Zolotykh","1986-06-21"
90094,"Debatosh","Baak","1986-08-23"
90107,"Shaw","Bauknecht","1986-12-02"
90122,"Taisook","Halevi","1986-07-22"
90125,"Shugo","Reghbati","1986-11-10"
90138,"Shin","Selvestrel","1986-10-14"
90146,"Yoshimitsu","Linnainmaa","1986-06-16"
90147,"Tomokazu","Plump","1986-11-28"
90152,"Chenye","Birrer","1986-02-09"
90161,"Berry","Luks","1986-12-31"
90163,"Harjit","Ghandeharizadeh","1986-06-03"
90200,"Shaunak","Kusalik","1986-09-30"
90212,"JiYoung","Rahimi","1986-06-10"
90213,"Kotesh","Kobara","1986-03-25"
90214,"Dekang","Awdeh","1986-10-10"
90217,"Chuanti","Dratva","1986-01-09"
90233,"Martien","Setlzner","1986-02-08"
90254,"Wilmer","Belinskaya","1986-07-09"
90255,"Richara","Suri","1986-12-28"
90259,"Bangqing","Jording","1986-04-21"
90272,"Dinah","Tramer","1986-03-10"
90275,"Tesuya","Iacovou","1986-08-10"
90280,"Manohar","Shackell","1986-05-28"
90285,"Gretta","Kaltofen","1986-07-25"
90290,"Masato","Cyre","1986-08-02"
90304,"Shigenori","Kavvadias","1986-07-04"
90314,"Masaki","Rosen","1986-07-05"
90321,"Lijia","Selvestrel","1986-05-31"
90322,"Pintsang","Rajcani","1986-02-26"
90327,"Jacopo","Chiola","1986-09-09"
90329,"Palash","Renear","1986-09-22"
90340,"Morris","Salinas","1986-12-03"
90346,"Jagoda","Kawashimo","1986-08-01"
90347,"Mari","Nanard","1986-04-06"
90352,"Jenwei","Karunanithi","1986-06-21"
90356,"Serenella","Krychniak","1986-06-14"
90367,"Josyula","Riexinger","1986-08-03"
90405,"Theirry","Muchinsky","1986-01-25"
90414,"Alain","Ladret","1986-08-21"
90416,"Sanjeeva","Hofting","1986-05-08"
90418,"Mart","Awdeh","1986-10-05"
90426,"Jaana","Peac","1986-12-06"
90428,"Niranjan","Braunschweig","1986-05-31"
90443,"Aral","Lorin","1986-05-20"
90451,"Guther","Garnier","1986-04-20"
90452,"Hailing","Collavizza","1986-04-25"
90456,"Jamaludin","Masamoto","1986-01-26"
90457,"Sergi","Binkley","1986-02-16"
90460,"Satyanarayana","Lambe","1986-06-26"
90472,"Nidapan","Lores","1986-01-10"
90483,"Zhaofang","Legleitner","1986-08-28"
90493,"Ravishankar","Fargier","1986-09-03"
90495,"Arun","Stasinski","1986-01-29"
90496,"Stamatina","Trumbly","1986-06-11"
90509,"Elgin","Schicker","1986-05-24"
90511,"Karoline","Busillo","1986-05-10"
90525,"Serge","Alblas","1986-03-06"
90526,"Jaber","Ozeri","1986-08-27"
90539,"Uzi","Perz","1986-07-18"
90552,"Teruyuki","Shackel","1986-10-23"
90557,"Sadegh","Jenevein","1986-06-29"
90596,"Ulf","Collavizza","1986-06-25"
90602,"Tadahiro","Szmurlo","1986-05-14"
90604,"Goetz","Sabnani","1986-08-05"
90613,"Vasilii","Bauknecht","1986-06-09"
90615,"Khedija","Stafford","1986-09-02"
90635,"Patricio","Asrin","1986-11-21"
90637,"Kauko","Kusakabe","1986-02-03"
90641,"Yagil","Setia","1986-02-28"
90644,"Jeanne","Gischer","1986-08-16"
90648,"Christoper","Bottner","1986-09-28"
90650,"Henk","Mikschl","1986-10-04"
90675,"Rasiah","Penn","1986-09-10"
90722,"Kensyu","Bolsens","1986-01-04"
90727,"Gilbert","Thibadeau","1986-10-23"
90728,"Sachar","Chorvat","1986-06-13"
90748,"Monique","Giveon","1986-11-21"
90750,"Feixiong","Sinicrope","1986-06-12"
90759,"Demos","Ressouche","1986-09-10"
90764,"Mingzeng","Akiyama","1986-12-14"
90773,"Parto","Stanfel","1986-01-12"
90776,"Bouchung","Skrikant","1986-09-17"
90811,"Lijie","Babb","1986-03-10"
90825,"Tsuneo","Marchesini","1986-01-12"
90828,"Kish","Perelgut","1986-04-01"
90845,"Caolyn","Zumaque","1986-09-18"
90846,"Fayez","Dengi","1986-06-25"
90863,"Shaz","Ohori","1986-04-18"
90877,"Theirry","Mersereau","1986-09-22"
90878,"Odysseas","Tagansky","1986-06-23"
90879,"Mads","Underwood","1986-02-02"
90880,"Prodip","Einsfeld","1986-01-18"
90884,"Peer","Jansen","1986-12-21"
90898,"Feixiong","Leaver","1986-06-14"
90901,"Gudjon","Rousseau","1986-05-10"
90906,"Duri","Poehlman","1986-10-27"
90914,"Danel","Mandell","1986-04-28"
90915,"Arnould","Karlin","1986-05-01"
90916,"Eishiro","Curless","1986-01-01"
90925,"Odinaldo","Bugrara","1986-05-18"
90929,"Leen","Rattan","1986-07-06"
90951,"Radoslaw","Basawa","1986-04-25"
90957,"Clyde","Atrawala","1986-11-21"
90963,"Akhilish","Olano","1986-02-03"
90964,"Basil","Kuszyk","1986-03-23"
90975,"Dulce","Brickell","1986-11-18"
90979,"Rosella","Menyhert","1986-06-16"
90991,"Horward","Oxman","1986-03-02"
90999,"Szabolcs","Marzano","1986-02-10"
91006,"Etsuo","Vesel","1986-05-01"
91009,"Minghong","Liedekerke","1986-12-14"
91013,"Saniya","Byoun","1986-05-13"
91014,"Hironobu","Rossi","1986-07-23"
91024,"Roddy","Kinley","1986-01-17"
91026,"Susumu","Msuda","1986-10-19"
91038,"Chanjung","Aseltine","1986-05-01"
91039,"Valeri","Mansanne","1986-04-17"
91044,"Zhenbing","Antonakopoulos","1986-04-11"
91046,"Kokou","Streit","1986-08-14"
91047,"Eckart","Hertweck","1986-10-31"
91050,"Chandrasekaran","Bultermann","1986-12-25"
91061,"Steve","Krohm","1986-11-22"
91078,"Marsal","Shobatake","1986-11-06"
91083,"Maha","Osgood","1986-05-18"
91088,"Xuedong","Brender","1986-07-23"
91094,"Fayez","Fendler","1986-05-18"
91099,"Bedrich","Bennis","1986-01-10"
91107,"Fuqing","Hmelo","1986-12-22"
91119,"Manu","Weisert","1986-03-20"
91123,"Xiaocheng","Bamford","1986-10-10"
91127,"Phuoc","Baar","1986-02-09"
91133,"Lidong","Iivonen","1986-05-21"
91149,"Yunming","Puoti","1986-04-12"
91154,"Kellyn","Shackell","1986-05-15"
91160,"Arif","Masada","1986-02-16"
91168,"Dmitri","Eldridge","1986-03-28"
91179,"Cedric","Birta","1986-06-20"
91187,"Shigehito","Falby","1986-05-19"
91188,"Claude","Botman","1986-11-26"
91192,"Tzvetan","Kisuki","1986-06-19"
91228,"Hauke","Leijenhorst","1986-03-04"
91231,"Arunachalam","Comellas","1986-08-22"
91259,"Takahiro","Puppo","1986-06-16"
91265,"Somnath","Ohori","1986-06-14"
91267,"Syozo","Ruemmler","1986-06-09"
91283,"Takanari","Pettit","1986-10-14"
91287,"Hilary","Papastamatiou","1986-11-03"
91304,"Younwoo","Munke","1986-08-23"
91307,"Gladys","Erva","1986-07-12"
91308,"Remmert","Plumb","1986-06-14"
91312,"Chanjung","Breugel","1986-10-28"
91323,"Luigi","Provine","1986-11-12"
91325,"Phillip","Beutelspacher","1986-11-10"
91350,"Boriana","Murrill","1986-10-17"
91364,"Huai","Picaronny","1986-04-09"
91367,"Kerryn","Sluis","1986-10-02"
91381,"Mohan","Auyong","1986-02-05"
91394,"Mabhin","Samarati","1986-03-15"
91401,"Taegyun","Fetvedt","1986-06-09"
91404,"Samphel","Perfilyeva","1986-11-14"
91410,"Mang","Marchesini","1986-03-25"
91411,"Chenyi","Keirsey","1986-05-25"
91420,"Jacqueline","Suppi","1986-10-04"
91424,"Mabry","Talmon","1986-07-12"
91425,"Josyula","Barinka","1986-02-23"
91433,"Georg","Pesch","1986-03-13"
91452,"Nevio","Flasterstein","1986-09-08"
91457,"Volkmar","Schusler","1986-06-09"
91470,"Radhia","Condotta","1986-02-10"
91484,"Mitsuyuki","Wolniewicz","1986-10-11"
91489,"Leucio","Viele","1986-04-17"
91493,"Filipe","Gien","1986-01-21"
91496,"Sven","Casperson","1986-05-30"
91497,"Froduald","Dulin","1986-04-26"
91500,"Bogdan","Kriebel","1986-02-05"
91504,"Lene","Porotnikoff","1986-10-25"
91509,"Mana","Trelles","1986-01-23"
91516,"Kolar","Bazzichi","1986-05-23"
91517,"Serif","Hofstetter","1986-04-20"
91519,"Danco","Panienski","1986-12-09"
91526,"Paddy","Waymire","1986-04-02"
91539,"Kokou","Klerer","1986-07-15"
91546,"Mariangiola","Birdsall","1986-04-11"
91549,"Temple","Kornatzky","1986-07-09"
91555,"Angel","Pauthner","1986-06-18"
91559,"Amstein","Nilsson","1986-08-06"
91561,"Phillip","Provine","1986-12-23"
91569,"Moie","Linnainmaa","1986-07-24"
91579,"Noritoshi","Erez","1986-02-24"
91582,"Ipke","Gruenwald","1986-11-23"
91584,"Woody","Bernick","1986-11-04"
91589,"Jaber","Kavraki","1986-06-02"
91594,"Youjian","Escriba","1986-02-15"
91598,"Junsik","Undy","1986-01-13"
91601,"Sachin","Wixon","1986-12-29"
91604,"Ronghao","Giarratana","1986-03-13"
91609,"Cathie","Selenyi","1986-11-23"
91617,"Lihong","Shackel","1986-05-28"
91626,"Baocai","Schaft","1986-12-30"
91632,"Bingning","Penn","1986-07-15"
91643,"Gaetan","Jakobus","1986-05-17"
91658,"Toshimi","Vernadat","1986-01-25"
91672,"Fayez","Qiwen","1986-10-06"
91680,"Naftali","Passino","1986-11-01"
91685,"Chandrasekaran","Theuretzbacher","1986-12-04"
91694,"Maha","Showalter","1986-11-01"
91714,"Jordanka","Heemskerk","1986-09-13"
91716,"Snehasis","Morrey","1986-11-11"
91719,"Girolamo","Katzenelson","1986-10-22"
91722,"Yonghoan","Dolinsky","1986-04-16"
91724,"Dinkar","Jullig","1986-11-26"
91731,"Amstein","Danley","1986-02-28"
91736,"Bedir","Gurbaxani","1986-02-22"
91739,"Houman","Peternell","1986-01-27"
91745,"Larisa","Naudin","1986-07-22"
91746,"Kiam","Cools","1986-10-14"
91747,"Zine","Binding","1986-01-23"
91755,"Zhenhua","Sgarro","1986-03-23"
91756,"Xiaobin","Vandervoorde","1986-07-13"
91763,"Abdulla","Gronowski","1986-03-04"
91770,"Janche","Schrift","1986-06-13"
91774,"Hugo","Pietracaprina","1986-01-02"
91783,"Khaled","Beilner","1986-09-02"
91786,"Feiyu","Rajala","1986-07-13"
91787,"Rimli","Sidje","1986-01-31"
91790,"Jamaludin","Crouzet","1986-04-27"
91814,"Vugranam","DiGiano","1986-11-11"
91815,"Moon","Massonet","1986-02-19"
91826,"Adam","Schwaller","1986-10-20"
91829,"Mokhtar","Chinin","1986-03-14"
91846,"Subbu","Selvestrel","1986-11-15"
91850,"Rasikan","Keirsey","1986-12-26"
91852,"Constantine","Junot","1986-12-08"
91853,"Shay","Pokrovskii","1986-12-11"
91855,"Denis","Erbe","1986-05-31"
91866,"Vitaly","Chartres","1986-03-21"
91874,"Bedir","Syrotiuk","1986-03-26"
91879,"Adin","Kornyak","1986-01-15"
91888,"Peer","Werthner","1986-04-19"
91898,"Dines","Brlek","1986-10-14"
91903,"Rosalie","Kaiser","1986-07-17"
91910,"Bedir","Ranta","1986-10-13"
91912,"Dzung","Marletta","1986-11-24"
91916,"Arnd","Coney","1986-08-11"
91917,"Hidekazu","Luef","1986-10-10"
91925,"Goncalo","Malinowski","1986-06-03"
91942,"Leon","Rothenberg","1986-03-14"
91953,"Nirmal","Luks","1986-05-11"
91971,"Anoosh","Guenter","1986-01-19"
91974,"Tran","Wolniewicz","1986-08-07"
91975,"Gio","Ohori","1986-07-31"
91983,"Shem","Grospietsch","1986-06-01"
91984,"Bader","Marakhovsky","1986-11-03"
92028,"Jingling","Baez","1986-04-11"
92031,"Yuriy","Gyorkos","1986-04-13"
92044,"Tse","Lortz","1986-10-04"
92053,"Uri","Gonthier","1986-04-04"
92054,"Gonzalo","Cooley","1986-09-11"
92071,"Sudhanshu","Remmers","1986-11-13"
92089,"Youjian","Fiutem","1986-02-22"
92093,"Ulises","Diderrich","1986-02-28"
92128,"Manton","Servi","1986-09-08"
92142,"Subir","Siksek","1986-06-06"
92157,"Ioana","Matzel","1986-10-01"
92158,"Barun","Range","1986-01-14"
92165,"Jongsuk","Ashish","1986-07-29"
92166,"Mara","Miara","1986-11-19"
92174,"Subhada","Seghrouchni","1986-04-24"
92183,"Gou","Nannarelli","1986-05-11"
92185,"Sarita","Cannane","1986-11-06"
92192,"Berto","Greenaway","1986-03-29"
92197,"Weiwu","Marchesini","1986-11-25"
92207,"Paddy","Orsini","1986-07-21"
92210,"Kazuhito","Assaf","1986-01-02"
92217,"Jahangir","Trystram","1986-01-17"
92235,"Leni","Bauknecht","1986-03-01"
92248,"Alejandro","Liesche","1986-09-08"
92250,"Takahiro","Qiwen","1986-09-15"
92251,"Jianhao","Furudate","1986-07-13"
92263,"Takahiro","Spataro","1986-02-14"
92266,"Tzvetan","Polajnar","1986-03-22"
92267,"Guttorm","Setiz","1986-06-13"
92268,"Martial","Stanfel","1986-04-19"
92271,"Margo","Pell","1986-06-25"
92291,"Gor","Schnelling","1986-12-01"
92292,"Amstein","Tomescu","1986-02-07"
92296,"Kristian","Dolinsky","1986-01-22"
92300,"Poorav","Parhami","1986-01-27"
